Fuel Type,County,Antique,Antique Travel Trailer,Camper,Combination Farm,Combination Non Farm,Commercial,Commercial Motorcycle Trailer,Converter Gear,Farm,Farm Exempt,Federal,Federal Motorcycle Trailer,Fixed Load,For Hire,Government Exempt,House Dolly,Intermittent Trailer,Logging,Medium Electric Passenger,Medium Electric Truck,Mobile Home,Moped,Motorcycle,Motorhome,Neighborhood Electric Passenger,Neighborhood Electric Truck,Off Road Vehicle,Passenger Vehicle,Private School,Snowmobile,Snowmobile Exempt,Snowmobile Vintage,Stage,Taxi Cab,Tow Truck,Trailer,Travel Trailer,Truck,WATV,Total
None,15 ISLAND,0,8,358,0,32,1051,0,0,0,1,0,0,0,0,2,1,48,6,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,12435,2792,2,0,16742
None,16 JEFFERSON,0,1,161,0,0,280,0,0,0,1,0,0,0,0,2,0,14,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4150,1114,0,0,5727
None,17 KING,0,44,2467,0,1636,12500,1,0,0,12,6,1,0,0,129,1,473,35,0,0,6,0,90,1,0,0,0,37,0,0,0,0,0,0,0,71546,20557,6,0,109548
None,18 KITSAP,0,12,858,0,64,1886,0,0,0,7,2,0,0,0,20,0,76,23,0,0,1,0,12,0,0,0,1,5,0,0,0,0,0,0,0,24841,7261,2,0,35071
None,19 KITTITAS,0,7,380,0,173,1365,0,0,0,1,0,0,0,0,3,0,33,30,0,0,1,0,31,0,0,0,0,1,0,0,0,0,0,0,0,9256,2265,0,0,13546
None,20 KLICKITAT,0,1,120,0,6,299,0,0,0,3,0,0,0,0,5,0,9,48,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2997,844,1,0,4336
None,21 LEWIS,0,3,348,0,103,1353,1,0,0,30,0,0,0,0,17,0,49,240,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,12872,3317,4,0,18352
None,22 LINCOLN,0,1,98,0,39,440,0,0,0,1,0,0,0,0,6,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3719,663,0,0,4976
None,23 MASON,0,4,312,0,24,737,0,0,0,3,0,0,0,0,9,0,68,39,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,10675,2414,1,0,14300
None,24 OKANOGAN,0,4,351,0,45,693,0,0,0,1,0,0,0,0,2,0,20,66,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,8220,2026,1,0,11433
None,25 PACIFIC,0,5,72,0,5,215,0,0,0,0,0,0,0,0,3,0,8,32,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2916,811,0,0,4069
None,26 PEND OREILLE,0,0,124,0,11,187,0,0,0,0,0,0,0,0,6,0,3,29,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3281,653,0,0,4297
None,27 PIERCE,0,23,2313,0,1367,9489,3,0,0,14,6,0,0,0,73,0,295,114,0,0,10,0,54,0,0,0,0,21,0,0,0,0,0,0,0,57087,19931,8,0,90808
None,28 SAN JUAN,0,0,59,0,1,291,0,0,0,2,0,0,0,0,2,0,11,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2047,264,0,0,2683
None,29 SKAGIT,0,5,572,0,64,2357,0,0,0,9,0,0,0,0,22,0,26,74,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,16622,5217,1,0,24978
None,30 SKAMANIA,0,0,69,0,11,148,0,0,0,1,0,0,0,0,2,0,15,27,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1660,532,0,0,2470
None,31 SNOHOMISH,0,15,2204,0,351,10330,2,0,0,9,1,0,0,0,45,0,233,68,0,0,6,0,53,1,0,0,0,19,0,0,0,0,0,0,0,55718,18552,8,0,87615
None,32 SPOKANE,0,13,1794,0,715,8550,0,0,0,7,17,0,0,0,30,0,307,35,0,0,0,0,36,0,0,0,0,22,0,0,0,0,0,0,0,55691,17895,7,1,85120
None,33 STEVENS,0,1,319,0,52,677,0,0,0,5,1,0,0,0,7,0,55,161,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10769,2125,0,0,14178
None,34 THURSTON,0,10,793,0,165,11210,485,0,0,27,0,0,0,0,143,0,126,93,0,0,3,0,29,0,0,0,0,10,0,0,0,0,0,0,0,35600,7745,3,0,56442
None,35 WAHKIAKUM,0,0,27,0,0,71,0,0,0,1,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,997,182,0,0,1295
None,36 WALLA WALLA,0,3,179,0,94,1131,0,0,0,12,0,0,0,0,10,0,22,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,5679,1482,2,0,8619
None,37 WHATCOM,0,14,699,0,272,4121,0,0,0,39,5,0,0,0,15,0,80,60,0,0,1,0,13,0,0,0,0,2,0,0,0,0,0,0,0,20142,5555,5,0,31023
None,38 WHITMAN,0,1,119,0,279,753,0,0,0,5,0,0,0,0,5,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4482,1286,1,0,6947
None,39 YAKIMA,0,12,970,0,737,3504,0,0,0,47,4,0,0,0,28,0,40,21,0,0,1,0,9,0,0,0,0,7,0,0,0,0,0,0,0,23309,6810,5,0,35504
None,40 STATE,0,0,53,0,0,164,2,0,0,0,1,0,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1596,486,0,0,2342
,,28694,221,20109,3886,31106,356238,498,0,13235,2597,176,1,1951,3171,6834,3,2617,2972,62,229,46,6349,233986,69045,256,38,44448,5297275,520,25555,20,215,38,1290,1368,595034,175037,1382133,63088,8370341
