,gas_key,gas_name,gas_lat,gas_long,attr_cnt_1mile,attr_cnt_5mile,attr_name,attr_lat,attr_long,distance_to_nearest_attr,crime_coord,crime_county,crime_population,violent_crime,murder_nonnegligent_manslaughter,Rape1,Robbery,aggravated_assault,property_crime,Burglary,larceny_theft,motor_vehicle_theft,Arson,total_crime,exit_name,exit_lat,exit_long,distance_to_nearest_exit,highway,num_EV_in_2_miles_of_gas,num_EV_in_5_miles_of_gas,num_EV_in_10_miles_of_gas,num_EV_in_20_miles_of_gas,num_EV_in_50_miles_of_gas,Closest_EV_Station_name,Closest_EV_Station_lat,Closest_EV_Station_long,distance_to_closest_ev_station,nri_geoid,nri_county,nri_population,nri_build_value,nri_agri_value,nri_area,nri_risk_score,nri_risk_rating,nri_intpt_lat,nri_intpt_long,nri_zipcode,census_tract_area,census_tract_category,traff_cnt_10m_avg,traff_cnt_10m_max,traff_cnt_5m_avg,traff_cnt_5m_max,num_ev_fast_charger_cnt_5mile,num_ev_2_charger_cnt_5mile
188,188,Chevron,47.8621322975452,-121.8133377,0,0,,,,,"47.8621322975452,-121.8133377",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0,,,,,,1,1,5,97,500,Sultan - Sultan Visitor Information Center,47.862157,-121.816597,0.1513,53061053802.0,Snohomish,5394.0,483199000.0,2209998.8260190487,8.69053246527,20.652493113283768,Relatively Moderate,47.862844,-121.8287365,98272.0,0.002704041568,1.0,18350.0,46000,17400.0,23000,1,1
189,189,Chevron,47.0399304975452,-122.8914419,0,0,,,,,"47.0399304975452,-122.8914419",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0,105 A,47.0359221,-122.8832424,0.4757,I5,23,48,54,67,500,CAPITAL GATEWAY STATION 1,47.035867,-122.894632,0.3188,53067010300.0,Thurston,5064.0,689203000.0,6792.921553899828,1.532849650528,25.038159659604585,Relatively High,47.0447883,-122.8734533,98506.0,0.0004695386264999,2.0,32125.72327044025,133000,35324.1,133000,28,82
190,190,Chevron,46.3278759975452,-119.999631,0,0,,,,,"46.3278759975452,-119.999631",Yakima,149495.0,531.0,11.0,58.0,123.0,339.0,4736.0,694.0,3289.0,753.0,17.0,10551.0,67,46.3062666,-120.0131528,1.6283,I82,2,2,2,6,44,Sunnyside High School,46.3232859,-119.993958,0.4174,53077002003.0,,,,,,,,,,,0.0006270980155,2.0,9736.07142857143,28000,9875.714285714286,28000,0,8
191,191,Chevron,46.3751781975452,-120.3275735,0,0,,,,,"46.3751781975452,-120.3275735",Yakima,149495.0,531.0,11.0,58.0,123.0,339.0,4736.0,694.0,3289.0,753.0,17.0,10551.0,50,46.4170264,-120.3206151,2.9136,I82,0,2,5,16,32,CITY OF ZILLAH P&R SOUTH,46.405006,-120.270737,3.4073,53077940005.0,Yakima,4695.0,301423000.0,2271179.840202444,1.982720256848,23.781331966796177,Relatively Moderate,46.3731394,-120.3161842,98953.0,0.0006019689999999,2.0,10467.2131147541,29000,10743.589743589744,29000,0,4
192,192,Chevron,46.7269699975452,-120.6951666,0,0,,,,,"46.7269699975452,-120.6951666",Yakima,149495.0,531.0,11.0,58.0,123.0,339.0,4736.0,694.0,3289.0,753.0,17.0,10551.0,,,,,,1,1,1,16,31,Naches,46.71653,-120.677423,1.1088,53077003002.0,Yakima,3668.0,339515000.0,19842706.92247124,11.150992170798004,21.06340638694511,Relatively Moderate,46.7105408,-120.672218,98942.0,0.0034254244570002,1.0,10617.391304347826,33000,4714.285714285715,9800,1,0
193,193,Chevron,46.5538927975452,-122.27573,0,0,,,,,"46.5538927975452,-122.27573",Lewis,27442.0,83.0,1.0,17.0,20.0,45.0,1072.0,150.0,856.0,66.0,1.0,2311.0,,,,,,0,0,0,1,170,Adytum Sanctuary - Tesla Destination,46.544781,-122.510619,11.1916,53041971900.0,Lewis,2931.0,291164000.0,4654050.139131148,208.525673564174,33.996132834395894,Relatively High,46.5148965,-122.1671403,98336.0,0.0667444017560001,0.0,3554.5454545454545,5100,3420.0,5100,0,0
194,194,Chevron,46.6463652975452,-122.9552459,0,0,,,,,"46.6463652975452,-122.9552459",Lewis,27442.0,83.0,1.0,17.0,20.0,45.0,1072.0,150.0,856.0,66.0,1.0,2311.0,76,46.6433797,-122.9537383,0.2186,I5,0,2,4,5,187,TWIN TRANSIT MELLEN ST. 2,46.711291,-122.976524,4.6031,53041971000.0,Lewis,2949.0,354127000.0,1079464.4123312768,3.733575837941998,34.32370270709509,Relatively High,46.6368198,-122.946738,98532.0,0.0011244450335,2.0,19398.571428571428,75000,23709.66101694916,75000,1,2
195,195,Chevron,47.1949619975452,-120.9407675,0,1,KBHR Set,47.2232412,-120.9932245,3.1468,"47.1949619975452,-120.9407675",Kittitas,24313.0,50.0,0.0,12.0,6.0,32.0,729.0,96.0,602.0,31.0,3.0,1561.0,84,47.19042,-120.9318804,0.5227,I90,2,4,4,4,67,Cle Elum,47.188833,-120.903139,1.8188,53037975103.0,,,,,,,,,,,0.0005839356224999,2.0,11844.406779661016,36000,11174.146341463416,36000,14,4
196,196,Chevron,47.2141050975452,-121.9893426,0,1,Crystal Pools Event Venue,47.1882124,-121.9690508,2.0291,"47.2141050975452,-121.9893426",King,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,,,,,,1,1,3,84,500,Safeway 152 Roosevelt Ave E,47.1985455,-121.9797153,1.1675,53033031502.0,King,3876.0,447544000.0,15325916.747728605,396.1178229470456,27.70671896536436,Relatively High,47.2402889,-121.6344475,98022.0,0.1229579069104999,0.0,12905.0,44000,10705.882352941177,22000,0,2
197,197,Chevron,47.5196788975452,-120.4537074,1,1,Aplets and Cotlets,47.5213255,-120.4690428,0.7254,"47.5196788975452,-120.4537074",Chelan,34513.0,62.0,1.0,16.0,10.0,35.0,638.0,66.0,532.0,40.0,1.0,1401.0,,,,,,0,1,13,29,57,Warm Springs Inn & Winery - Tesla Destination,47.47487,-120.376005,4.7742,53007960600.0,Chelan,4064.0,443034000.0,1305319.9758740873,3.506757515328,23.52897735354086,Relatively Moderate,47.5090841,-120.4640038,98815.0,0.0011373406105,2.0,13331.587301587302,40000,22333.33333333333,25000,0,1
198,198,Chevron,47.8675865975452,-121.7770348,0,0,,,,,"47.8675865975452,-121.7770348",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0,,,,,,1,1,5,34,500,Sultan - Sultan Visitor Information Center,47.862157,-121.816597,1.8739,53061053803.0,Snohomish,5253.0,501663000.0,4055470.599753277,104.76563521582204,20.331918990979045,Relatively Moderate,47.8955608,-121.6492101,98251.0,0.0332567582645001,0.0,18152.0,46000,15500.0,23000,1,1
199,199,Chevron,47.0609871975452,-122.7412698,0,0,,,,,"47.0609871975452,-122.7412698",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0,111,47.0643741,-122.7590318,0.8691,I5,5,14,55,148,500,"Walgreens - Lacey, WA #6917",47.056479,-122.762767,1.0599,53067012330.0,Thurston,4246.0,394803000.0,4800.606754165483,1.224012452258,19.129632595833428,Relatively Moderate,47.0571389,-122.7532346,98503.0,0.000377146426,2.0,37132.608695652176,134000,38856.48148148148,128000,21,28
200,200,Chevron,47.0657884975452,-122.7216569,0,0,,,,,"47.0657884975452,-122.7216569",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0,114,47.0679297,-122.725374,0.2294,I5,1,10,47,152,500,InterCityTransit,47.067908,-122.76289,1.9482,53067012320.0,Thurston,2839.0,200912000.0,3274918.4888540464,11.517038874612,31.84573540439093,Relatively High,47.0275683,-122.6839154,98513.0,0.003626233698,1.0,38157.27848101266,146000,41385.294117647056,128000,7,20
201,201,Chevron,47.5495204975452,-122.3345438,1,14,Seattle Escape Games,47.5570432,-122.338531,0.5526,"47.5495204975452,-122.3345438",King,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,161,47.5516486,-122.3170888,0.8281,I5,12,185,500,500,500,DC CORRIDOR SCC GTOWN L2-1,47.542276,-122.324533,0.6853,53033010900.0,King,1287.0,895881000.0,8905.793107199383,1.845467945683999,38.43464168802576,Very High,47.5408335,-122.3175563,98108.0,0.0006934023585001,2.0,47574.08,240000,50688.046875,240000,61,413
202,202,Chevron,47.7560094975452,-122.2332735,0,45,Distefano Winery,47.7554151,-122.1732259,2.7927,"47.7560094975452,-122.2332735",King,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,,,,,,17,68,317,500,500,Safeway #3500,47.75886,-122.247821,0.7046,53033021702.0,,,,,,,,,,,0.0003635247915,2.0,41290.66,199000,48437.22222222222,199000,32,162
203,203,Chevron,48.3904864975452,-122.5014136,1,1,The Old Fir Log,48.3900026,-122.4974257,0.1862,"48.3904864975452,-122.5014136",Skagit,75160.0,105.0,2.0,24.0,28.0,51.0,2343.0,278.0,1892.0,173.0,7.0,4903.0,,,,,,1,1,21,35,287,WASHINGTON ST LACONNER #1,48.391109,-122.496837,0.2146,53057940802.0,,,,,,,,,,,0.0037372913340095,1.0,22609.64912280702,72000,35500.0,37000,0,2
204,204,Chevron,48.0201382975452,-123.0039779,0,2,Sunshine Herb & Lavender Farm,48.0494093,-122.9598349,2.8754,"48.0201382975452,-123.0039779",Clallam,31709.0,144.0,2.0,43.0,14.0,85.0,1100.0,183.0,843.0,74.0,5.0,2493.0,,,,,,0,1,7,18,500,Holiday Inn Express & Suites - Tesla Supercharger,48.071064,-123.074581,4.8029,53009002302.0,,,,,,,,,,,0.0285722242135,0.0,10876.470588235294,27000,11816.666666666666,19000,8,0
205,205,Chevron,48.0790118975452,-123.1721234,0,1,Purple Haze - Lavender Fields,48.0728993,-123.0665803,4.8961,"48.0790118975452,-123.1721234",Clallam,31709.0,144.0,2.0,43.0,14.0,85.0,1100.0,183.0,843.0,74.0,5.0,2493.0,,,,,,1,8,11,22,308,Lost Mountain Lodge - Tesla Destination,48.062316,-123.168212,1.1689,53009001800.0,Clallam,2739.0,272610000.0,578625.8674299795,85.45132629701999,18.12389778487484,Relatively Moderate,47.9918712,-123.1919816,98362.0,0.0268105074485001,0.0,15244.827586206897,31000,11805.0,27000,8,12
206,206,Chevron,47.1495814975452,-122.2932722,0,2,Paintball Sports Park,47.2006919,-122.2776687,3.6107,"47.1495814975452,-122.2932722",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0,,,,,,8,18,61,171,500,"Cafaro SOUTH HILL MALL (PUYALLUP, WA)",47.155976,-122.297569,0.4863,53053071304.0,Pierce,5895.0,558619000.0,6485.267169738685,2.064429092598,28.21708964441773,Relatively High,47.1369786,-122.310162,98373.0,0.000636884743,2.0,40567.03601108033,219000,37192.857142857145,104000,7,29
207,207,Chevron,48.7723261975452,-122.4582975,0,1,Mindport Exhibits,48.7508811,-122.4806741,1.8004,"48.7723261975452,-122.4582975",Whatcom,112979.0,267.0,4.0,33.0,63.0,167.0,3000.0,356.0,2525.0,119.0,8.0,6542.0,255,48.7681611,-122.4622283,0.3393,I5,13,27,27,42,93,Vision Plus,48.763595,-122.464329,0.6636,53073000700.0,Whatcom,6489.0,583892000.0,1338.3895309169463,1.219622086415999,28.06462818200677,Relatively High,48.7639099,-122.449936,98226.0,0.000385565398,2.0,20518.75,69000,24015.853658536584,69000,15,63
208,208,Chevron,47.2421218975452,-122.4125822,0,5,Pacific Grill Events Center,47.2483674,-122.4377775,1.2595,"47.2421218975452,-122.4125822",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0,135,47.2390248,-122.4109751,0.2271,I5,34,74,128,234,500,Central WW Treatment Plant,47.2478256,-122.4141119,0.401,53053060200.0,Pierce,1928.0,979018000.0,64252.7702812351,6.070989469293994,36.027614824231854,Very High,47.2668489,-122.4078355,98421.0,0.0022924089825009,2.0,40679.78,219000,45206.89024390244,219000,16,147
209,209,Chevron,47.2053531975452,-122.291978,1,5,Paintball Sports Park,47.2006919,-122.2776687,0.7458,"47.2053531975452,-122.291978",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0,,,,,,8,19,108,229,500,Bill Korum's Puyallup Nissan,47.207367,-122.294997,0.1988,53053940010.0,Pierce,3985.0,395194000.0,470360.69904644863,3.430291944738,30.8918898286156,Relatively High,47.2059958,-122.301554,98371.0,0.0010749831920001,2.0,39702.16560509554,219000,38132.11678832117,188000,7,31
210,210,Chevron,48.7447840975452,-122.471262,1,1,Mindport Exhibits,48.7508811,-122.4806741,0.6018,"48.7447840975452,-122.471262",Whatcom,112979.0,267.0,4.0,33.0,63.0,167.0,3000.0,356.0,2525.0,119.0,8.0,6542.0,253,48.7452153,-122.4659412,0.2445,I5,17,27,27,45,98,CFC Holly ST Lot,48.7472802,-122.4762196,0.2845,53073000501.0,Whatcom,5189.0,590145000.0,0.0,0.981411824292,25.08271287821981,Relatively High,48.7564834,-122.468299,98225.0,0.0003094460234999,2.0,21169.68503937008,69000,23475.243902439022,69000,15,63
211,211,Chevron,48.7297252975452,-122.4750012,0,1,Mindport Exhibits,48.7508811,-122.4806741,1.4861,"48.7297252975452,-122.4750012",Whatcom,112979.0,267.0,4.0,33.0,63.0,167.0,3000.0,356.0,2525.0,119.0,8.0,6542.0,252,48.7253518,-122.4737083,0.3082,I5,15,26,27,47,100,Bellingham - Sehome Village,48.73116,-122.47119,0.2002,53073001204.0,,,,,,,,,,,0.0002040133314999,2.0,21905.56451612904,69000,22622.40963855421,69000,15,59
212,212,Chevron,47.1876782975452,-122.2940514,0,3,Paintball Sports Park,47.2006919,-122.2776687,1.1846,"47.1876782975452,-122.2940514",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0,,,,,,9,18,98,217,500,Gold Parking Lot,47.184778,-122.29331,0.2036,53053073404.0,Pierce,6099.0,741495000.0,7570.970189181177,2.459771671764,33.901840639826666,Relatively High,47.1826415,-122.3069138,98371.0,0.0007629833234999,2.0,39864.48275862069,219000,35286.82170542636,186000,7,29
213,213,Chevron,48.0040983975452,-122.1059361,2,2,Abby Lola Bertain Memorial Wishing Well,48.0089435,-122.1157481,0.5644,"48.0040983975452,-122.1059361",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0,,,,,,1,10,29,128,500,"Target T1331 - Lake Stevens, WA",47.998233,-122.100638,0.4741,53061052604.0,Snohomish,4240.0,396327000.0,8366.943998599741,1.42129165526,22.99129912201314,Relatively Moderate,47.9987176,-122.0936685,98205.0,0.0007013063265,2.0,31487.721518987342,182000,32465.4128440367,173000,8,24
214,214,Chevron,48.9388226975452,-122.4859352,0,0,,,,,"48.9388226975452,-122.4859352",Whatcom,112979.0,267.0,4.0,33.0,63.0,167.0,3000.0,356.0,2525.0,119.0,8.0,6542.0,,,,,,1,1,3,33,76,Porch Swing Properties,48.942575,-122.455243,1.4184,53073010301.0,Whatcom,6792.0,643460000.0,49268274.27250715,35.939683431881974,26.51600543869456,Relatively High,48.9573785,-122.521294,98264.0,0.0115145674861599,0.0,12862.894736842103,49000,9307.857142857143,19000,0,1
215,215,Chevron,47.8585254975452,-121.8306133,0,0,,,,,"47.8585254975452,-121.8306133",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0,,,,,,1,1,5,105,500,Sultan - Sultan Visitor Information Center,47.862157,-121.816597,0.6973,53061053802.0,Snohomish,5394.0,483199000.0,2209998.8260190487,8.69053246527,20.652493113283768,Relatively Moderate,47.862844,-121.8287365,98272.0,0.002704041568,1.0,18350.0,46000,18000.0,23000,1,1
216,216,Chevron,47.2497193975452,-122.2525839,0,5,The Winsome Grace Wedding & Event Venue,47.2057686,-122.2376391,3.1201,"47.2497193975452,-122.2525839",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0,,,,,,1,21,93,243,500,Safeway #448,47.272946,-122.227594,1.9893,53053073301.0,Pierce,5467.0,702466000.0,490891.90566748485,5.616785640228,33.61123230288984,Relatively High,47.2272148,-122.2362644,98390.0,0.0017543949329999,2.0,38396.78321678322,219000,35583.11320754717,186000,22,32
217,217,Chevron,47.5377058975452,-122.0367257,0,1,Fantastic Erratic,47.5302635,-122.0803656,2.102,"47.5377058975452,-122.0367257",King,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,18,47.5393936,-122.0349382,0.1435,I90,22,29,250,500,500,RSS-1 RSS #1,47.534915,-122.037552,0.1969,53033032103.0,King,4280.0,820359000.0,23410.6333442706,1.565445925776,33.36684004311012,Relatively High,47.5385933,-122.0479034,98029.0,0.0004793829274999,2.0,38628.75399361023,185000,34136.96428571428,111000,11,57
218,218,Chevron,45.6398841975452,-121.9755167,0,0,,,,,"45.6398841975452,-121.9755167",Skamania,,,,,,,,,,,,,,,,,,0,1,2,2,74,Skamania Lodge - Tesla Destination,45.685326,-121.905864,4.6063,53059950200.0,Skamania,4264.0,461298000.0,640541.2649378133,128.92974355727995,21.24422456566064,Relatively Moderate,45.6637841,-122.084759,97014.0,0.0404101432939189,0.0,5966.666666666667,7900,5700.0,7600,0,8
219,219,Chevron,45.6949392975452,-121.8813558,0,0,,,,,"45.6949392975452,-121.8813558",Skamania,,,,,,,,,,,,,,,,,,1,2,2,2,73,Skamania Lodge - Tesla Destination,45.685326,-121.905864,1.3581,53059950300.0,Skamania,2010.0,182085000.0,29646.85332426928,30.08789758155801,16.638216878927224,Relatively Low,45.730763,-121.9349536,98610.0,0.0094738519924139,1.0,5790.0,7900,6125.0,7900,0,10
220,220,Chevron,46.7283603975452,-122.9783507,0,0,,,,,"46.7283603975452,-122.9783507",Lewis,27442.0,83.0,1.0,17.0,20.0,45.0,1072.0,150.0,856.0,66.0,1.0,2311.0,82,46.7335902,-122.9755046,0.3861,I5,4,4,5,10,195,Centralia Outlets - Tesla Supercharger,46.729872,-122.977392,0.114,53041970300.0,Lewis,4973.0,492654000.0,1321895.1878485496,5.769665043740003,44.89099340480144,Very High,46.7490901,-123.0037393,98531.0,0.0018284270509999,2.0,20959.68421052632,75000,19388.11320754717,75000,22,3
221,221,Chevron,46.3007044975452,-119.2818444,0,0,,,,,"46.3007044975452,-119.2818444",Benton,164317.0,375.0,4.0,83.0,61.0,227.0,3913.0,634.0,3008.0,271.0,26.0,8602.0,,,,,,1,8,23,23,42,Homewood Suites Richland - Tesla Destination,46.281441,-119.273011,1.3978,53005010204.0,,,,,,,,,,,0.0001044911414999,2.0,18564.056603773584,75000,22077.14285714286,75000,4,13
222,222,Chevron,46.2675056975452,-119.9217089,0,0,,,,,"46.2675056975452,-119.9217089",Yakima,149495.0,531.0,11.0,58.0,123.0,339.0,4736.0,694.0,3289.0,753.0,17.0,10551.0,73,46.2705409,-119.9241593,0.2404,I82,0,0,4,6,44,Sunnyside High School,46.3232859,-119.993958,5.1778,53077001801.0,,,,,,,,,,,0.0222077668170001,0.0,9123.030303030304,28000,10046.153846153846,28000,0,0
223,223,Chevron,46.4060911975452,-120.2778035,0,0,,,,,"46.4060911975452,-120.2778035",Yakima,149495.0,531.0,11.0,58.0,123.0,339.0,4736.0,694.0,3289.0,753.0,17.0,10551.0,52,46.4056644,-120.2842525,0.309,I82,2,2,5,16,38,CITY OF ZILLAH P&R NORTH,46.405066,-120.270721,0.3452,53077002201.0,,,,,,,,,,,0.0071685269399999,1.0,10335.483870967742,29000,11030.555555555557,29000,0,4
224,224,Chevron,47.5241334975452,-122.3151932,0,1,Seattle Escape Games,47.5570432,-122.338531,2.5238,"47.5241334975452,-122.3151932",King,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,161,47.5421855,-122.3038874,1.3557,I90,10,41,500,500,500,Ram Mounts - Tesla Destination,47.528324,-122.316751,0.2989,53033011200.0,King,3906.0,526242000.0,6403.490982054317,1.070262002634,61.49708454023731,Very High,47.5296655,-122.3262393,98108.0,0.0003139651675,2.0,47642.68,240000,41375.92391304348,240000,36,55
225,225,Chevron,48.0715126975452,-122.0107703,0,1,Granite Falls and Fish Ladder,48.1027454,-121.9536498,3.4107,"48.0715126975452,-122.0107703",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0,,,,,,0,1,11,54,500,NORTH COVE PARK STATION 1,48.014624,-122.065442,4.6773,53061053603.0,Snohomish,3848.0,369941000.0,1777700.8359860508,15.849638451984,19.730287730888723,Relatively Moderate,48.0468123,-122.0181379,98258.0,0.0050007180324998,1.0,32010.0,143000,12700.0,22000,0,2
226,226,Chevron,47.6208689975452,-122.2276006,1,6,Xanadu 2.0,47.6277984,-122.241986,0.8243,"47.6208689975452,-122.2276006",King,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,,47.6198563,-122.1889012,1.8057,I90,84,280,500,500,500,BELLEVUE SQUARE BELL SQ WEST #1,47.616107,-122.205532,1.0804,53033024200.0,King,2953.0,499008000.0,7300.710485245008,1.430888606572,22.81319648332077,Relatively Moderate,47.634866,-122.2402688,98039.0,0.0018156729319998,2.0,48609.62,240000,55682.8431372549,240000,61,592
227,227,Chevron,47.1020658975452,-119.2463028,0,0,,,,,"47.1020658975452,-119.2463028",Grant,22162.0,44.0,0.0,10.0,4.0,30.0,680.0,186.0,421.0,73.0,2.0,1450.0,179,47.0993007,-119.2478537,0.2047,I90,1,4,4,4,15,Fairfield Inn & Suites by Marriott Moses Lake - Tesla Destination,47.103231,-119.251047,0.2375,53025011002.0,,,,,,,,,,,0.0092173540365002,1.0,10042.5,29000,11668.620689655172,29000,14,2
228,228,Chevron,46.9757505975452,-120.5416555,0,0,,,,,"46.9757505975452,-120.5416555",Kittitas,24313.0,50.0,0.0,12.0,6.0,32.0,729.0,96.0,602.0,31.0,3.0,1561.0,109,46.973395,-120.5396861,0.1876,I90,5,5,5,6,55,Holiday Inn Express - Ellensburg,46.976691,-120.541869,0.0658,53037975402.0,Kittitas,4855.0,499900000.0,1274945.4761512333,5.477183898394,25.53133786621056,Relatively High,46.9813828,-120.5169346,98926.0,0.0016813760184999,2.0,11640.238095238095,33000,12009.0,33000,22,2
229,229,Chevron,46.5355248975452,-121.9570107,0,0,,,,,"46.5355248975452,-121.9570107",Lewis,27442.0,83.0,1.0,17.0,20.0,45.0,1072.0,150.0,856.0,66.0,1.0,2311.0,,,,,,0,0,0,1,35,Alexander's Lodge & Restaurant - Tesla Destination,46.751481,-121.93684,14.9685,53041972000.0,Lewis,2911.0,443575000.0,8068348.723463085,675.3369700009821,36.40453930262136,Very High,46.498365,-121.6782267,98377.0,0.2067789283905002,0.0,1978.75,4900,1561.428571428571,4200,0,0
230,230,Chevron,46.9020262975452,-123.0193702,0,0,,,,,"46.9020262975452,-123.0193702",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0,,,,,,0,0,7,60,237,Pilot Travel Center - Tesla Supercharger,46.952938,-122.935249,5.3096,53067011822.0,Thurston,4127.0,421789000.0,5757095.604620971,13.888102067468004,18.6915061096186,Relatively Moderate,46.9372189,-122.9755025,98512.0,0.004308098655,1.0,25139.70297029703,100000,21461.0,66000,0,0
231,231,Chevron,47.0059763975452,-120.5858983,0,0,,,,,"47.0059763975452,-120.5858983",Kittitas,24313.0,50.0,0.0,12.0,6.0,32.0,729.0,96.0,602.0,31.0,3.0,1561.0,106,47.002554,-120.5864223,0.238,I90,1,5,5,7,57,Ellensburg,46.994236,-120.549197,1.9123,53037975500.0,Kittitas,5753.0,468458000.0,1016530.3883427426,6.236359272506,23.861377029619007,Relatively Moderate,47.0198906,-120.5839376,98926.0,0.001954957423,2.0,11460.731707317073,33000,13811.53846153846,33000,22,2
232,232,Chevron,47.1287647975452,-122.0496079,0,1,Caboose,47.1033388,-122.0453014,1.7704,"47.1287647975452,-122.0496079",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0,,,,,,0,0,2,72,500,Bonney Lake Village Center Shopping Center,47.1665599,-122.1452964,5.2056,53053070206.0,Pierce,4172.0,296978000.0,490483.5497536491,15.052001527142004,24.951793230325883,Relatively High,47.109651,-122.0917982,98321.0,0.0046638668209998,1.0,15771.639344262296,61000,10066.666666666666,22000,0,0
233,233,Chevron,47.1581762975452,-122.0380399,0,2,Caboose,47.1033388,-122.0453014,3.8085,"47.1581762975452,-122.0380399",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0,,,,,,0,1,3,90,500,Safeway 152 Roosevelt Ave E,47.1985455,-121.9797153,3.9137,53053070207.0,Pierce,4948.0,480705000.0,1089789.4600879657,12.643540108464006,28.289271761755906,Relatively High,47.1508101,-122.0114366,98321.0,0.0039726796835,1.0,15807.58064516129,61000,9420.0,22000,0,2
234,234,Chevron,47.1671591975452,-122.1433802,0,1,Jumping Juniors,47.201951,-122.2192284,4.3018,"47.1671591975452,-122.1433802",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0,,,,,,1,1,23,177,500,Bonney Lake Village Center Shopping Center,47.1665599,-122.1452964,0.0992,53053070311.0,Pierce,4624.0,399636000.0,37434.03927386272,1.924768277158,25.209574529888005,Relatively High,47.1573307,-122.1379143,98391.0,0.0005913781955,2.0,31469.76470588236,104000,21606.060606060608,61000,0,2
235,235,Chevron,47.1747439975452,-122.1847311,0,3,Jumping Juniors,47.201951,-122.2192284,2.4842,"47.1747439975452,-122.1847311",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0,,,,,,1,7,32,194,500,Bonney Lake Village Center Shopping Center,47.1665599,-122.1452964,1.9388,53053070312.0,Pierce,4869.0,494808000.0,474715.2043864765,3.207197962015998,22.804926584549285,Relatively Moderate,47.1706791,-122.2045881,98391.0,0.0009861105034999,2.0,32344.23357664233,188000,35384.375,104000,0,14
236,236,Chevron,47.2751083975452,-122.5842581,0,5,The Mountaineer Tree,47.3170829,-122.5402437,3.5627,"47.2751083975452,-122.5842581",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0,,,,,,0,19,92,211,500,Ocean5 - Tesla Destination,47.306053,-122.581125,2.1455,53053072408.0,Pierce,5919.0,826025000.0,30805.50136295099,5.916349826763997,31.16539236292511,Relatively High,47.2877797,-122.5899163,98335.0,0.0019298738543798,2.0,40989.1796875,219000,28993.93442622951,102000,4,29
237,237,Chevron,47.1999371975452,-123.0918771,0,0,,,,,"47.1999371975452,-123.0918771",Mason,10432.0,53.0,0.0,20.0,5.0,28.0,583.0,66.0,485.0,32.0,1.0,1273.0,,,,,,0,0,1,57,500,The Ridge Motorsports Park - Tesla Destination,47.254363,-123.196815,6.2024,53045960900.0,Mason,4794.0,317547000.0,33488.447112853144,2.186014542908,20.712057784840106,Relatively Moderate,47.2015639,-123.1082796,98584.0,0.0006733051895,2.0,11359.183673469388,29000,12178.787878787878,29000,0,0
