,Longitude,Latitude,GEOID,COUNTY,POPULATION,BUILDVALUE,AGRIVALUE,AREA,RISK_SCORE,RISK_RATNG,INTPTLAT,INTPTLONG,zipcode,geometry,category
62,-122.4570005,48.7732270975452,53073000803,Whatcom,6275.0,652578000.0,21188.30705841451,1.771882309912,25.446908127281656,Relatively High,48.7710274,-122.4330105,98226.0,0.0005703674690000955,2
63,-122.4416254,48.7628112975452,53073000803,Whatcom,6275.0,652578000.0,21188.30705841451,1.771882309912,25.446908127281656,Relatively High,48.7710274,-122.4330105,98226.0,0.0005703674690000955,2
64,-122.502472,48.7173990975452,53073001101,,,,,,,,,,,0.0005401292816846635,2
65,-122.4858024,48.7646144975452,53073000401,,,,,,,,,,,0.0003534350459998889,2
66,-122.4858844,48.7666756975452,53073000401,,,,,,,,,,,0.0003534350459998889,2
67,-122.3203029,47.6251788975452,53033006500,King,4157.0,578037000.0,0.0,0.443097605036,22.029892704879344,Relatively Moderate,47.6309633,-122.3177579,98102.0,0.00013850169249999994,2
68,-122.2142107,47.3155676975452,53033030504,King,4484.0,309280000.0,0.0,0.588506707052,34.738392540460865,Relatively High,47.3211155,-122.2135048,98002.0,0.00018490062349994305,2
69,-122.2286604,47.2938204975452,53033030700,King,3796.0,334201000.0,0.0,0.60369557363,33.94618705974395,Relatively High,47.2971234,-122.2215759,98002.0,0.00018492632749996242,2
70,-122.213883051426,47.2942496499559,53033030700,King,3796.0,334201000.0,0.0,0.60369557363,33.94618705974395,Relatively High,47.2971234,-122.2215759,98002.0,0.00018492632749996242,2
71,-122.2259947,47.30173525,53033030700,King,3796.0,334201000.0,0.0,0.60369557363,33.94618705974395,Relatively High,47.2971234,-122.2215759,98002.0,0.00018492632749996242,2
72,-122.22546395,47.30027205,53033030700,King,3796.0,334201000.0,0.0,0.60369557363,33.94618705974395,Relatively High,47.2971234,-122.2215759,98002.0,0.00018492632749996242,2
73,-122.228232800915,47.3022231500079,53033030700,King,3796.0,334201000.0,0.0,0.60369557363,33.94618705974395,Relatively High,47.2971234,-122.2215759,98002.0,0.00018492632749996242,2
74,-122.217800850952,47.2975999999534,53033030700,King,3796.0,334201000.0,0.0,0.60369557363,33.94618705974395,Relatively High,47.2971234,-122.2215759,98002.0,0.00018492632749996242,2
75,-122.1077834,48.0029776975452,53061052706,Snohomish,5311.0,535855000.0,74108.19125919683,1.924567118016,19.961667783598216,Relatively Moderate,48.0086872,-122.1211573,98205.0,0.0006010032670002014,2
76,-122.3041808,47.6436760975452,53033006200,King,3848.0,640383000.0,787.033111508427,1.053340696382,29.72308575082276,Relatively High,47.6391316,-122.3012264,98112.0,0.00032142427099996385,2
77,-122.1256246,47.8341683975452,53061052108,Snohomish,5814.0,730915000.0,475650.81740695966,9.034694907724004,20.2284658088344,Relatively Moderate,47.8311543,-122.1027753,98296.0,0.00281865206350021,1
78,-122.1167502,47.8486839975452,53061052108,Snohomish,5814.0,730915000.0,475650.81740695966,9.034694907724004,20.2284658088344,Relatively Moderate,47.8311543,-122.1027753,98296.0,0.00281865206350021,1
79,-122.3629663,47.7910271975452,53061050800,Snohomish,6090.0,660304000.0,0.0,1.232902064706,26.59374721254743,Relatively High,47.793236,-122.3490897,98020.0,0.0003857062690000562,2
80,-120.303316,47.4111952975452,53007961101,,,,,,,,,,,0.0001817084850000059,2
81,-120.3030964,47.4105212975452,53007961101,,,,,,,,,,,0.0001817084850000059,2
82,-120.304011165336,47.4111536442205,53007961101,,,,,,,,,,,0.0001817084850000059,2
83,-120.8052204,45.8260948975452,53039950103,,,,,,,,,,,0.04788388347248463,0
84,-122.8791994,46.5475775975452,53041971300,Lewis,5571.0,452621000.0,8166526.5812218785,41.19736062123601,34.5315127499353,Relatively High,46.5334802,-122.8783035,98596.0,0.012507247411500149,0
85,-122.8734565,46.54695405,53041971300,Lewis,5571.0,452621000.0,8166526.5812218785,41.19736062123601,34.5315127499353,Relatively High,46.5334802,-122.8783035,98596.0,0.012507247411500149,0
86,-122.87102015,46.5467868,53041971300,Lewis,5571.0,452621000.0,8166526.5812218785,41.19736062123601,34.5315127499353,Relatively High,46.5334802,-122.8783035,98596.0,0.012507247411500149,0
87,-122.822759497752,46.5438134499248,53041971300,Lewis,5571.0,452621000.0,8166526.5812218785,41.19736062123601,34.5315127499353,Relatively High,46.5334802,-122.8783035,98596.0,0.012507247411500149,0
88,-122.8853267,46.5844371975452,53041971400,Lewis,2608.0,350762000.0,6591452.903332699,21.154603097686003,32.94459937374739,Relatively High,46.6131369,-122.9633237,98532.0,0.006476834751000017,1
89,-122.9056643,46.6071279975452,53041971400,Lewis,2608.0,350762000.0,6591452.903332699,21.154603097686003,32.94459937374739,Relatively High,46.6131369,-122.9633237,98532.0,0.006476834751000017,1
90,-122.9079167,46.6041109975452,53041971400,Lewis,2608.0,350762000.0,6591452.903332699,21.154603097686003,32.94459937374739,Relatively High,46.6131369,-122.9633237,98532.0,0.006476834751000017,1
91,-122.9090421,46.6060099975452,53041971400,Lewis,2608.0,350762000.0,6591452.903332699,21.154603097686003,32.94459937374739,Relatively High,46.6131369,-122.9633237,98532.0,0.006476834751000017,1
92,-122.9090045,46.6055937975452,53041971400,Lewis,2608.0,350762000.0,6591452.903332699,21.154603097686003,32.94459937374739,Relatively High,46.6131369,-122.9633237,98532.0,0.006476834751000017,1
93,-122.9055421,46.6067139975452,53041971400,Lewis,2608.0,350762000.0,6591452.903332699,21.154603097686003,32.94459937374739,Relatively High,46.6131369,-122.9633237,98532.0,0.006476834751000017,1
94,-122.3009198,46.8879567975452,53053073200,Pierce,6220.0,643695000.0,6180867.216952138,211.5049466352442,31.772267068990704,Relatively High,46.8389981,-122.1303032,98330.0,0.06595188482449998,0
95,-122.0399035,46.7596406975452,53053073200,Pierce,6220.0,643695000.0,6180867.216952138,211.5049466352442,31.772267068990704,Relatively High,46.8389981,-122.1303032,98330.0,0.06595188482449998,0
96,-122.194694,46.7663492,53053073200,Pierce,6220.0,643695000.0,6180867.216952138,211.5049466352442,31.772267068990704,Relatively High,46.8389981,-122.1303032,98330.0,0.06595188482449998,0
97,-122.262511210498,46.8660634492721,53053073200,Pierce,6220.0,643695000.0,6180867.216952138,211.5049466352442,31.772267068990704,Relatively High,46.8389981,-122.1303032,98330.0,0.06595188482449998,0
98,-122.262691060942,46.8662418997815,53053073200,Pierce,6220.0,643695000.0,6180867.216952138,211.5049466352442,31.772267068990704,Relatively High,46.8389981,-122.1303032,98330.0,0.06595188482449998,0
99,-120.2888516,47.4055262975452,53017950500,Douglas,3264.0,303467000.0,622.3102675276646,0.906383711448,16.61036918618472,Relatively Low,47.4186507,-120.2908202,98801.0,0.0003244828685000537,2
100,-120.2880128,47.4063109975452,53017950500,Douglas,3264.0,303467000.0,622.3102675276646,0.906383711448,16.61036918618472,Relatively Low,47.4186507,-120.2908202,98801.0,0.0003244828685000537,2
101,-120.286658957853,47.4057479997827,53017950500,Douglas,3264.0,303467000.0,622.3102675276646,0.906383711448,16.61036918618472,Relatively Low,47.4186507,-120.2908202,98801.0,0.0003244828685000537,2
102,-120.29395808265,47.4157613786203,53017950500,Douglas,3264.0,303467000.0,622.3102675276646,0.906383711448,16.61036918618472,Relatively Low,47.4186507,-120.2908202,98801.0,0.0003244828685000537,2
103,-120.2276378,47.6255786975452,53017950101,,,,,,,,,,,0.07033929336149963,0
104,-120.2827528,47.5328436975452,53017950101,,,,,,,,,,,0.07033929336149963,0
105,-121.9776053,47.8615956975452,53061052203,Snohomish,5213.0,584458000.0,902510.0742949388,6.267868670624,19.253764756187,Relatively Moderate,47.8782193,-121.9822044,98290.0,0.002078789647500058,2
106,-122.00700765,47.8727933,53061052203,Snohomish,5213.0,584458000.0,902510.0742949388,6.267868670624,19.253764756187,Relatively Moderate,47.8782193,-121.9822044,98290.0,0.002078789647500058,2
107,-121.974081192869,47.859799663068,53061052203,Snohomish,5213.0,584458000.0,902510.0742949388,6.267868670624,19.253764756187,Relatively Moderate,47.8782193,-121.9822044,98290.0,0.002078789647500058,2
108,-121.977003615739,47.8634326464909,53061052203,Snohomish,5213.0,584458000.0,902510.0742949388,6.267868670624,19.253764756187,Relatively Moderate,47.8782193,-121.9822044,98290.0,0.002078789647500058,2
109,-121.96607695,47.85860065,53061052203,Snohomish,5213.0,584458000.0,902510.0742949388,6.267868670624,19.253764756187,Relatively Moderate,47.8782193,-121.9822044,98290.0,0.002078789647500058,2
110,-121.971167285156,47.8590924582467,53061052203,Snohomish,5213.0,584458000.0,902510.0742949388,6.267868670624,19.253764756187,Relatively Moderate,47.8782193,-121.9822044,98290.0,0.002078789647500058,2
111,-122.2938197,47.1180105975452,53053073120,Pierce,3412.0,301664000.0,1753.089453949428,1.275464404778,28.32422967103552,Relatively High,47.1162168,-122.300881,98375.0,0.0003930764320000336,2
112,-122.039416,47.1585153975452,53053070207,Pierce,4948.0,480705000.0,1089789.4600879657,12.643540108464006,28.289271761755906,Relatively High,47.1508101,-122.0114366,98321.0,0.003972679683500022,1
113,-122.0380399,47.1581762975452,53053070207,Pierce,4948.0,480705000.0,1089789.4600879657,12.643540108464006,28.289271761755906,Relatively High,47.1508101,-122.0114366,98321.0,0.003972679683500022,1
114,-122.0574093,47.1601873975452,53053070207,Pierce,4948.0,480705000.0,1089789.4600879657,12.643540108464006,28.289271761755906,Relatively High,47.1508101,-122.0114366,98321.0,0.003972679683500022,1
115,-122.1848508,47.1774151975452,53053070308,Pierce,3782.0,390542000.0,509.93774624653446,1.243500178504,22.14060145535579,Relatively Moderate,47.1825206,-122.1769497,98391.0,0.000388945783000048,2
116,-122.1872514,47.1777592975452,53053070308,Pierce,3782.0,390542000.0,509.93774624653446,1.243500178504,22.14060145535579,Relatively Moderate,47.1825206,-122.1769497,98391.0,0.000388945783000048,2
117,-122.258855,47.1453002975452,53053071211,,,,,,,,,,,0.0002510515454999562,2
118,-122.4841219,47.1638282975452,53053071807,Pierce,3480.0,581020000.0,989.4513842773612,1.599631782958,34.03839901657691,Relatively High,47.1696254,-122.4954777,98499.0,0.000501668668000103,2
119,-122.4841115,47.1662399975452,53053071807,Pierce,3480.0,581020000.0,989.4513842773612,1.599631782958,34.03839901657691,Relatively High,47.1696254,-122.4954777,98499.0,0.000501668668000103,2
120,-122.4883414,47.1591735975452,53053071807,Pierce,3480.0,581020000.0,989.4513842773612,1.599631782958,34.03839901657691,Relatively High,47.1696254,-122.4954777,98499.0,0.000501668668000103,2
121,-122.4838952,47.1614527975452,53053071807,Pierce,3480.0,581020000.0,989.4513842773612,1.599631782958,34.03839901657691,Relatively High,47.1696254,-122.4954777,98499.0,0.000501668668000103,2
122,-122.4153676,47.2419124975452,53053060200,Pierce,1928.0,979018000.0,64252.7702812351,6.070989469293994,36.027614824231854,Very High,47.2668489,-122.4078355,98421.0,0.002292408982500917,2
123,-122.4125822,47.2421218975452,53053060200,Pierce,1928.0,979018000.0,64252.7702812351,6.070989469293994,36.027614824231854,Very High,47.2668489,-122.4078355,98421.0,0.002292408982500917,2
124,-122.6257477,47.0938385975452,53053072802,,,,,,,,,,,0.0005131445264999219,2
125,-122.645066013215,47.0933124000583,53053072802,,,,,,,,,,,0.0005131445264999219,2
126,-122.5255984,47.1385048975452,53053071901,Pierce,4713.0,600856000.0,0.0,1.605214045673999,36.177649603618285,Very High,47.1580824,-122.5177253,98499.0,0.0004960336439999712,2
127,-122.505004712011,47.1596647501293,53053071901,Pierce,4713.0,600856000.0,0.0,1.605214045673999,36.177649603618285,Very High,47.1580824,-122.5177253,98499.0,0.0004960336439999712,2
128,-122.525730700058,47.1393593275841,53053071901,Pierce,4713.0,600856000.0,0.0,1.605214045673999,36.177649603618285,Very High,47.1580824,-122.5177253,98499.0,0.0004960336439999712,2
129,-122.520087023746,47.1646962218972,53053071901,Pierce,4713.0,600856000.0,0.0,1.605214045673999,36.177649603618285,Very High,47.1580824,-122.5177253,98499.0,0.0004960336439999712,2
130,-122.1555212,47.2752862975452,53033031202,King,6401.0,711287000.0,21602144.13964964,25.65564353357801,35.159897094455516,Relatively High,47.2520052,-122.0674874,98092.0,0.00803494553150002,1
131,-122.1658606,47.3872546975452,53033029406,King,5004.0,449558000.0,18510.38623423885,1.010338972234,29.290286305693087,Relatively High,47.3974254,-122.1786815,98031.0,0.0003237132015000853,2
132,-122.1017014,47.4624242975452,53033031906,King,3594.0,482389000.0,170518.57960965668,4.173834048870001,25.154546092672053,Relatively High,47.4368923,-122.0929679,98058.0,0.0013306632110000965,2
133,-122.2043609,47.4624782975452,53033025806,King,4954.0,685583000.0,8834.691369471668,1.133861110176,31.202084335410408,Relatively High,47.4550034,-122.2107374,98055.0,0.00036971864249998437,2
134,-122.2535219,47.4693727975452,53033026200,King,4998.0,2037715000.0,53395.6136140449,5.892584476459996,49.616457752679075,Very High,47.4591441,-122.2435898,98057.0,0.0018956128834999168,2
135,-122.243610355284,47.4580802521229,53033026200,King,4998.0,2037715000.0,53395.6136140449,5.892584476459996,49.616457752679075,Very High,47.4591441,-122.2435898,98057.0,0.0018956128834999168,2
136,-122.233459184962,47.4416486973765,53033026200,King,4998.0,2037715000.0,53395.6136140449,5.892584476459996,49.616457752679075,Very High,47.4591441,-122.2435898,98057.0,0.0018956128834999168,2
137,-122.247676807008,47.4443858314151,53033026200,King,4998.0,2037715000.0,53395.6136140449,5.892584476459996,49.616457752679075,Very High,47.4591441,-122.2435898,98057.0,0.0018956128834999168,2
138,-122.233229332317,47.4682731806706,53033026200,King,4998.0,2037715000.0,53395.6136140449,5.892584476459996,49.616457752679075,Very High,47.4591441,-122.2435898,98057.0,0.0018956128834999168,2
139,-122.260092719559,47.464055899799,53033026200,King,4998.0,2037715000.0,53395.6136140449,5.892584476459996,49.616457752679075,Very High,47.4591441,-122.2435898,98057.0,0.0018956128834999168,2
140,-122.260884325,47.4556678496897,53033026200,King,4998.0,2037715000.0,53395.6136140449,5.892584476459996,49.616457752679075,Very High,47.4591441,-122.2435898,98057.0,0.0018956128834999168,2
141,-122.218318749685,47.4719050500033,53033026200,King,4998.0,2037715000.0,53395.6136140449,5.892584476459996,49.616457752679075,Very High,47.4591441,-122.2435898,98057.0,0.0018956128834999168,2
142,-122.26922059459,47.4824617934106,53033026200,King,4998.0,2037715000.0,53395.6136140449,5.892584476459996,49.616457752679075,Very High,47.4591441,-122.2435898,98057.0,0.0018956128834999168,2
143,-122.5164306,47.2714384975452,53053060903,Pierce,3043.0,335231000.0,1002.8972973587884,0.893065895162,29.628727198005713,Relatively High,47.2860173,-122.5263961,98407.0,0.00027425701683326495,2
144,-122.5780979,47.3087103975452,53053072407,Pierce,4790.0,569533000.0,7261.878194744587,2.124972975014,32.90841211578712,Relatively High,47.2984283,-122.5635099,98335.0,0.0006656158330650156,2
145,-122.5880995,47.3227836975452,53053072507,Pierce,2643.0,485804000.0,4019.948650708189,1.599253402998,33.98624178995981,Relatively High,47.3287892,-122.5856632,98332.0,0.0005579948508900129,2
146,-122.589904243786,47.3226118476456,53053072507,Pierce,2643.0,485804000.0,4019.948650708189,1.599253402998,33.98624178995981,Relatively High,47.3287892,-122.5856632,98332.0,0.0005579948508900129,2
147,-123.0207959,47.0794798975452,53067011902,,,,,,,,,,,0.007512065540500072,1
148,-123.0212736,47.0801901975452,53067011902,,,,,,,,,,,0.007512065540500072,1
149,-123.0940068,47.1425696975452,53045961300,Mason,3276.0,267584000.0,5358038.467951887,68.48115845081804,20.259445082924135,Relatively Moderate,47.1180472,-123.1806206,98502.0,0.021924554158000004,0
150,-123.0976387,47.1295194975452,53045961300,Mason,3276.0,267584000.0,5358038.467951887,68.48115845081804,20.259445082924135,Relatively Moderate,47.1180472,-123.1806206,98502.0,0.021924554158000004,0
151,-123.1013666,47.1300857975452,53045961300,Mason,3276.0,267584000.0,5358038.467951887,68.48115845081804,20.259445082924135,Relatively Moderate,47.1180472,-123.1806206,98502.0,0.021924554158000004,0
152,-122.1370505,47.5776842975452,53033024800,King,5668.0,769447000.0,5613.193302121576,1.457778680362,32.00766992208682,Relatively High,47.5743868,-122.1520699,98006.0,0.00044727955750006393,2
153,-122.169720724954,47.5765612504591,53033024800,King,5668.0,769447000.0,5613.193302121576,1.457778680362,32.00766992208682,Relatively High,47.5743868,-122.1520699,98006.0,0.00044727955750006393,2
154,-122.139874149957,47.5762099499992,53033024800,King,5668.0,769447000.0,5613.193302121576,1.457778680362,32.00766992208682,Relatively High,47.5743868,-122.1520699,98006.0,0.00044727955750006393,2
155,-122.14057085,47.57630395,53033024800,King,5668.0,769447000.0,5613.193302121576,1.457778680362,32.00766992208682,Relatively High,47.5743868,-122.1520699,98006.0,0.00044727955750006393,2
156,-122.169135048323,47.5768334935021,53033024800,King,5668.0,769447000.0,5613.193302121576,1.457778680362,32.00766992208682,Relatively High,47.5743868,-122.1520699,98006.0,0.00044727955750006393,2
157,-122.2758751,47.5462426975452,53033010200,King,4835.0,615004000.0,7406.574817564388,1.074633835580001,29.17518988849903,Relatively High,47.5564564,-122.2517138,98118.0,0.0005835646489998988,2
158,-122.3322502,47.7084322975452,53033001201,,,,,,,,,,,0.00012080943050000075,2
159,-122.331795199602,47.7088482499924,53033001201,,,,,,,,,,,0.00012080943050000075,2
160,-122.3451868,47.7490672975452,53033020700,King,3569.0,418352000.0,0.0,0.660694653584,33.992173343771256,Relatively High,47.7561637,-122.3473227,98133.0,0.0002060612269999612,2
