attributes.ExitNumber,geometry.x,geometry.y
236,-122.3489219226079,48.560665249994145
240,-122.35723825087878,48.62510952432116
242,-122.36725813871698,48.65135081700032
246,-122.39880313657784,48.687696926839266
250,-122.47389041047575,48.71735012103476
252,-122.467576780131,48.73553546080406
253,-122.46441604864434,48.74883401297748
254,-122.46179180560947,48.756623605574475
255,-122.46676450535962,48.77444918381137
256,-122.49274135709162,48.783182502085346
257,-122.50596683015515,48.78491115669286
258,-122.52254017260746,48.79146872363237
260,-122.55228609748615,48.821140316236836
262,-122.57935608006203,48.85029471706874
263,-122.5883086927825,48.86319449527152
266,-122.60242677431202,48.89509968958623
270,-122.66730728746191,48.93815281726028
276,-122.75456181959672,48.999305979102324
2,-122.66276282454797,45.652469675965754
95,-122.96038196424718,46.89842753524568
108,-122.8322177716682,47.0461059896237
142 A,-122.30618913967794,47.29168600487731
231,-122.33616987921184,48.48669527779491
3,-120.50266984128073,46.93112395878474
11,-120.38296235961778,46.84594441940889
26,-120.47597880609278,46.6810836669983
29,-120.49893568074177,46.649277051842105
30,-120.52289291209857,46.6348172922624
31,-120.51520382833526,46.62955675106425
33 A,-120.49185818004842,46.61458465387195
33 B,-120.48800374293346,46.60753140181461
34,-120.47480237786617,46.58969951931228
36,-120.47218868218444,46.56849884703133
37,-120.4707811040136,46.54536191391942
40,-120.45580975110776,46.51635814090751
44,-120.40041878021503,46.47427794967512
50,-120.32061509541973,46.41702643449238
52,-120.28425245115763,46.40566443785785
54,-120.24703299351597,46.39433894238362
58,-120.1829590560388,46.349209599567345
63,-120.08488284518505,46.3284729616402
67,-120.02851689258051,46.30596300594937
69,-119.98617586616395,46.30607654945145
75,-119.884688452164,46.25871692464378
80,-119.79756381254187,46.22455629591067
88,-119.63786717326902,46.24185907912762
93,-119.54300464188162,46.26548445561266
96,-119.4819452858435,46.25208325321311
102,-119.37562819617287,46.253017682715885
104,-119.35094755635988,46.22189788495058
114,-119.20219365671231,46.147961704761585
122,-119.22488920204052,46.031730899166895
131,-119.33755177580106,45.94989414287664
73,-119.92415934437378,46.2705408831303
82,-119.74569089372676,46.215864676273156
109,-119.26909948478784,46.19443686394743
113,-119.20243225876979,46.16474419747946
11,-120.3731203767499,46.84169350900839
26,-120.48534572750451,46.67310431605976
29,-120.50790657200339,46.64528670533228
30 A,-120.51871325538974,46.63230133479946
30 B,-120.51743469057551,46.63146708403101
31,-120.50132377388788,46.623659208157626
33,-120.48234557175591,46.60107067689768
34,-120.4718151871545,46.58134267142468
36,-120.47028928018214,46.557258935222215
38,-120.47142627214963,46.53161302353676
40,-120.45045008860761,46.506965960657816
44,-120.39024337723056,46.46851961329099
50,-120.30703040882639,46.415004433128274
52,-120.2723380792293,46.402359555311385
54,-120.23582500141751,46.38897835804251
58,-120.17135641773376,46.342016969766576
63,-120.07204660198158,46.32378814476552
67,-120.01315276577483,46.30626660721182
69,-119.97117321761355,46.30565742594208
73,-119.91484365293267,46.268800370542664
75,-119.87345349341315,46.25326166945666
80,-119.78264605056113,46.221508341154745
82,-119.73660184603973,46.21134865496789
88,-119.62617842668602,46.246483507945776
93,-119.52822461658592,46.262632672872506
96,-119.46777652223577,46.25300632621974
102,-119.35967387988259,46.23977563037797
104,-119.3449686245614,46.213371708429435
109,-119.26017345044586,46.190420047963514
113,-119.20160538203378,46.16161516942646
114,-119.2019055773589,46.13754496196563
122,-119.22560779731498,46.019520568788366
131,-119.33305274513773,45.941458422154376
3,-120.49835802959285,46.926657649414466
3,-122.31213053243302,47.59271911943746
6,-122.25391380961447,47.58925235354843
7 A,-122.23987795983871,47.59080538351456
7 B,-122.23484136706846,47.588418258041166
8,-122.21224618288238,47.57854832653215
,-122.19718768606545,47.57946720001765
9,-122.1969997838406,47.579515610060156
,-122.19395873598995,47.579696711004665
10 A,-122.18865315623002,47.579112762860454
10 B,-122.17756404753585,47.58006428619225
,-122.16151251054188,47.57977530551944
13,-122.10684198817518,47.56893654845289
15,-122.0753226864039,47.55375535733766
17,-122.04114470664115,47.54286593073638
20,-121.98627024657935,47.53096399164607
22,-121.94239905121985,47.53021406063253
25,-121.88996699555271,47.50726230298938
27,-121.85305403410143,47.51187095765856
31,-121.80215130261061,47.49126922170229
32,-121.76515858781538,47.473214056661035
34,-121.72289899305173,47.467079809454425
38,-121.67495655374637,47.443251500998755
42,-121.59036624423676,47.41957939114676
45,-121.53241735064377,47.39580079154972
47,-121.49101457891138,47.396874775076576
52,-121.426243365585,47.42705582015389
53,-121.41104117819884,47.424357692163454
54,-121.40029071529037,47.39939573554236
62,-121.30993719550413,47.30757339840806
63,-121.29161347075436,47.29906781601437
70,-121.19381488721113,47.25330462738264
71,-121.17689999713588,47.23894481174266
74,-121.13529815223983,47.2179205415341
76,-121.05653236028135,47.19582561049038
80,-121.0201066735998,47.18316672294747
84,-120.96587613262572,47.19361651690347
85,-120.9071870107225,47.184801595926835
93,-120.79480874754269,47.11566992483256
101,-120.66979717766954,47.05529959276779
106,-120.59961262035807,47.01160771028935
110,-120.52630006555862,46.970960180133105
115,-120.41958945757574,46.97139595463558
136,-119.9952335456556,46.940413018818525
137,-119.9641688635574,46.94417974957897
143,-119.94854010683926,47.015559494569644
149,-119.86571720199233,47.08138526413603
151,-119.83668032356462,47.09978320801584
169,-119.45594553854261,47.103975955412174
174,-119.3447943721604,47.10392428329755
176,-119.3227298259838,47.10258706810616
179,-119.24785366699933,47.099300688625085
182,-119.17741245026264,47.092857525399566
184,-119.13444050767178,47.0889844076513
188,-119.05080550258332,47.08576776359989
196,-118.88147212749813,47.08691614193019
206,-118.67563589283628,47.09699019496023
215,-118.50017393339215,47.11075510097656
220,-118.40955723865385,47.111040265611926
221,-118.37317828547424,47.113273408303705
226,-118.30330255127852,47.15989354829561
231,-118.23284523334317,47.20837848443723
245,-117.97640831974068,47.306520850971346
254,-117.84504442187658,47.39282128671577
257,-117.79379915592294,47.433132785765764
264,-117.69473302235616,47.501473804993175
270,-117.59816854989727,47.56316710357319
272,-117.56873883179854,47.58847374047324
276,-117.50887289951044,47.6162645053603
277 A,-117.48755907054509,47.628931808136585
279,-117.45407466058474,47.64535104973406
280,-117.4432632116022,47.64979482995342
281,-117.41583144098688,47.65265770262345
282,-117.40295724598853,47.65206266640255
283 A,-117.38190884902146,47.653852384615426
283 B,-117.36668612742587,47.65390545508881
285,-117.33024891850495,47.65371323901841
286,-117.3234243656534,47.65540371948693
287,-117.29135167408803,47.672342398792075
289,-117.25733878940333,47.67454253258077
291 A,-117.22597372728401,47.67420189397023
291 B,-117.20741518094903,47.671285573814586
293,-117.16180167265097,47.665519256165254
296,-117.11635051009684,47.66862318550886
299,-117.05422604132961,47.69397432728945
109,-120.53968614121071,46.97339498753387
154,-119.76899953910348,47.103417993119855
164,-119.55889364090817,47.103882462795056
277 B,-117.47950552210108,47.63372986651626
3 B,-122.30353940834877,47.590525723706904
7,-122.22456770857967,47.58462879146885
8,-122.2027472764517,47.578435534774506
9,-122.18077076408666,47.580106377681446
10,-122.1631505695839,47.58024037693619
,-122.14192337193771,47.579200889643054
13,-122.08885329838566,47.55971719851978
15,-122.054473144241,47.54617528790843
17,-122.03241241285208,47.537191710369925
18,-122.01722154997634,47.534314027928616
20,-121.97595957251956,47.53396612920211
22,-121.93659376597935,47.52374672614418
25,-121.87584259467785,47.50998523833305
31,-121.79258460936254,47.484708446259624
32,-121.75188314738446,47.47366670311602
34,-121.70925120674131,47.46382537401719
38,-121.62870008171592,47.429372706614345
45,-121.5203648702326,47.395397558352606
47,-121.47518185461813,47.39545041554863
53,-121.41108530327985,47.414636554418635
54,-121.39016572088067,47.3934608327125
62,-121.30215206751403,47.30267555100914
63,-121.28596139820426,47.2951318612497
70,-121.18574062115265,47.24693662125349
71,-121.17088116621886,47.2343194221509
74,-121.12496932294756,47.21646312419818
78,-121.04837068877411,47.19299043918924
80,-121.00922906001618,47.18421114075381
84,-120.93188036405337,47.19042003429704
85,-120.89948900622599,47.181674486022644
93,-120.78510941789037,47.11297470064431
101,-120.66265297101505,47.0532219385214
106,-120.58642227823047,47.002553965841926
109,-120.5324370505669,46.97237549284573
115,-120.40732548497144,46.97171854684186
137,-119.96252455869417,46.9556245257901
143,-119.94047027472995,47.025851284496085
149,-119.85689396444991,47.08736765286944
151,-119.82401345814836,47.103421745761736
164,-119.55029238495818,47.104074060250305
169,-119.4431450048065,47.1041687899959
174,-119.33756448808352,47.104018589568
175,-119.32805347306186,47.10378980110494
176,-119.30985557537224,47.100654165720734
179,-119.23869316962502,47.098516933885556
182,-119.16700435001758,47.09211340012889
184,-119.12408718978766,47.08824635034899
188,-119.03876775508242,47.08569409664483
196,-118.86841776699056,47.087237193331376
206,-118.66059639495592,47.09716704112985
215,-118.48769791567615,47.11130181909712
220,-118.37269572817902,47.11376084174839
221,-118.36127170587068,47.11988077260208
226,-118.29570664612605,47.165586942895274
231,-118.22016159668789,47.21339407763005
245,-117.96856787708303,47.31031933536411
254,-117.83655956643399,47.39885975028547
257,-117.78656890106541,47.43926636933386
264,-117.68768368539611,47.50668303558152
270,-117.58718973031107,47.571288675100504
272,-117.5620265141831,47.59415829475346
276,-117.4957961074453,47.62426971590555
277,-117.47110080301908,47.63806469324605
279,-117.4478267103707,47.64827489416501
280 A,-117.42393789787266,47.652729815820976
280 B,-117.41944944992562,47.65276274742759
281,-117.40421653027701,47.652265744986394
282 A,-117.38739322541404,47.65397138160792
282 B,-117.3846310028231,47.65397971338731
283 A,-117.36968480639815,47.65405054661579
283 B,-117.34735236998348,47.65396181451155
286,-117.30599945723077,47.6668288751534
287,-117.27683550287534,47.67457235381008
289,-117.23331190546162,47.67425128752655
291 A,-117.20701287648976,47.67140067625688
291,-117.18124539917389,47.66622309130526
294,-117.12535984030339,47.666854309068896
296,-117.10354388538707,47.67774797274446
299,-117.04170811912506,47.69691186904222
3 A,-122.30622255715807,47.59056054001802
42,-121.58005234449062,47.41143132791782
110,-120.51272463425121,46.97051064509523
136,-119.98892015369641,46.9402988800641
154,-119.76838822419026,47.103605475124496
285,-117.32272780368797,47.656256867286814
293,-117.1506838801682,47.665699903224024
3,-119.31044455011673,46.252364708193134
5 A,-119.2722712838948,46.25869892336595
7,-119.22793641208871,46.272792226188564
9,-119.18950525210882,46.267690257271724
13,-119.10113790949303,46.24853512314647
4,-119.2845804903099,46.25878779413867
5 B,-119.26543016615042,46.258640394748184
3 B,-119.29777674702736,46.25673422081753
4,-119.27841502825856,46.25901993415599
5 B,-119.25390069849435,46.25935719517735
7,-119.21470974629506,46.27549064433937
9,-119.17568932795716,46.26374217717936
12 B,-119.11180330928133,46.24871372160692
5 A,-119.26169249973422,46.25891055008486
12 A,-119.12687290699665,46.249033198538996
13,-119.09566341923043,46.2497391184713
28 ABC,-122.55537921949384,45.61574615941927
32,-122.58701207498093,45.67933178544241
36,-122.63944731190934,45.711969784566854
27,-122.55099069049089,45.60126537282099
27,-122.55326536979983,45.61241983680581
28,-122.56365917466599,45.641724997488716
32,-122.60092512406435,45.6869604649701
36,-122.6547462966728,45.721882511134254
1,-122.24988886615623,47.462382817124585
4,-122.20114636645087,47.47975637400947
5,-122.19534163589077,47.49945643918995
6,-122.19828633623442,47.515964748373534
7,-122.19765276658991,47.52844792622467
9,-122.19266290369067,47.55329454772347
10,-122.18391842755751,47.565840024640536
12,-122.17991489265346,47.59849589393947
17,-122.18690381842671,47.66363047860721
20A,-122.17966954957592,47.69924479183199
20B,-122.1794347622746,47.7045022938448
22,-122.18719800920063,47.73849845525147
26,-122.2064752255925,47.79108314037616
2,-122.20491142383398,47.471224785181555
3,-122.20384035459114,47.47543648488401
4,-122.19230412645204,47.49377401555318
5,-122.19795273365,47.506843697821324
6,-122.19837268284131,47.52145843978252
7,-122.19583349269325,47.53525293522785
9,-122.18839773857488,47.5596502653205
10,-122.17701067803613,47.57265993080262
12,-122.18630666852397,47.605597655709886
13 A,-122.18894742340808,47.61676830642053
13 B,-122.1888612903505,47.62312545782954
14,-122.18670511968995,47.640599140228595
17,-122.18687052104755,47.671876183030655
20,-122.18563550142302,47.714838227936674
22,-122.18723913912459,47.74721863823754
23 B,-122.18629260133137,47.76359675153186
24,-122.19071240920836,47.77367323341146
26,-122.21918153083206,47.79720589910997
1,-122.24421030556697,47.46435965647686
23 A,-122.18426083139428,47.75867539739984
,-122.43201648311033,47.23412455401245
,-122.43300822115059,47.24017305214969
,-122.435609425058,47.24693486430558
,-122.59255999862097,47.10281424458262
127,-122.48397594459854,47.15894873104995
130,-122.4616630283489,47.200192883320476
133,-122.46332259972993,47.22142119295156
157,-122.27378580239159,47.49952899430473
164 A,-122.31998785382244,47.58486052853262
,-122.3243916899297,47.60183067674199
,-122.32631490747058,47.6034185065708
177,-122.32182131843327,47.769655941756305
108 B,-122.83456407167908,47.04561943332217
149 B,-122.29070356869552,47.39194383877517
158,-122.27984204368826,47.50577347250249
120,-122.57945401585502,47.10807085021373
130,-122.46255148994113,47.21233467612342
,-122.32097687191359,47.594562716971105
,-122.32100248908185,47.5954548234417
,-122.32115784646055,47.597362596059305
164,-122.33080084235793,47.60797404467314
173,-122.32810022765244,47.712878789897424
189,-122.20344951183364,47.92627850916798
181,-122.26298867152113,47.83170028738131
,-122.13471142702225,47.5789469774717
11,-122.12301025108306,47.575121909461146
,-122.14174668828946,47.579363700032864
12 AB,-119.13615808430457,46.2511971495755
12 B,-119.12154478752882,46.248527862476685
14,-119.0917467448467,46.25030352181684
14,-119.07336091093617,46.25042832311346
30,-122.56443448766606,45.64552986809137
30,-122.57889343624534,45.66610215547634
2,-122.23235061144312,47.46715476162165
13 AB,-122.18714587258313,47.607079842189094
18,-122.18552826582993,47.6738378706091
24,-122.18411962157425,47.7608040227458
18,-122.182885961894,47.68616318685122
1 D,-122.66560940172705,45.62977021069494
11,-122.17627283424427,47.57321325068007
11,-122.17930653485901,47.58672117229123
2 C,-122.31500716961425,47.595070114213236
2 B,-122.31889379494626,47.59424326107882
2 A,-122.32618971720127,47.592281620597866
2 B,-122.32320415634912,47.59298971679725
82,-122.9755046155341,46.73359022401365
108 A,-122.83750807676027,47.04534826438081
,-122.29840004047956,47.81044978398064
,-122.25482666085593,47.82661115362523
,-122.26156534306286,47.83134840711327
11 B,-122.15003181703428,47.579260817737264
11 A,-122.15484569710472,47.579478190122494
,-122.12819320342383,47.57712990306338
,-122.32652670581666,47.603443393266296
,-122.32148877854233,47.598107105507786
,-122.32010928376697,47.59379943127338
162,-122.31206865043175,47.54877753695394
154 A,-122.26305894016699,47.46018409011572
132 A,-122.45227855344174,47.23057479592043
18,-122.03493822010873,47.53939360344245
,-122.4345227012585,47.24332414114667
,-122.21274130369338,47.46844799680838
,-122.18851197033814,47.611623862886105
,-122.18890120368518,47.61985634651796
14,-122.18856629843792,47.62085154142292
,-122.18205732361615,47.709590182127805
,-122.18781176021405,47.718653396509715
23,-122.18693330394008,47.7415530908782
3 A,-119.30296000018217,46.25506698747344
14 A,-119.08810870120739,46.25087894013886
14 B,-119.08218974515617,46.25159563956008
14 A,-119.0831624189817,46.2520416206185
14 B,-119.07742865711387,46.251689279716
12 A,-119.13082390515652,46.24940882082656
,-122.58364535776425,47.10612690355427
,-122.58925234392676,47.10419703119636
120,-122.59639338312971,47.10270621951225
,-122.58792135912068,47.10406923927415
,-122.46238199822949,47.209530046157624
,-122.46189714072675,47.20640583232356
,-122.46097568695694,47.20304081812187
,-122.4613652302388,47.20672763703054
,-122.48169613268819,47.16077351823927
,-122.47911850222795,47.163422192628936
,-122.28150745296551,47.50823329948786
,-122.27671924942523,47.502572045013636
,-122.31928202177734,47.77306171277411
,-122.31725627642454,47.77846600064366
,-122.27592085721554,47.8232296310623
28 BC,-122.55714487083122,45.618026644307086
28 C,-122.558661619758,45.62080831499396
29,-122.55896509489476,45.62103088344442
,-122.57448267050161,45.660182282366144
,-122.57095902588357,45.65641135183138
30 AB,-122.56741782571703,45.653232860259514
30 C,-122.57095057943408,45.65748874201185
30 A,-122.56802382838868,45.655229400922316
,-122.57378911508555,45.65804695870497
,-122.58977850133785,45.68153626248854
13 A,-122.18811793126815,47.6097432847938
,-122.14757155139986,47.57885247047651
,-122.13987730911298,47.57854682752356
36 A,-122.88214582900328,46.11096889258131
36 A,-122.8763739918877,46.10269193625826
,-122.89206898686031,47.03149814963409
105 A,-122.88324235915451,47.03592205056951
,-122.22271351842328,47.467415392523286
,-122.21710175612088,47.46772210858443
,-122.3204824550117,47.58959534534
,-122.3219782777855,47.658353795247315
,-122.32255482357654,47.66803964833596
,-122.32966368597876,47.692961200608806
,-122.32980602522792,47.71094225309816
,-122.33037974212691,47.7084292629097
,-122.3239149501154,47.732122871156164
,-122.3260222280264,47.73593594999623
,-122.20949235545709,47.910768239529595
,-122.2047401015693,47.92420830580036
,-122.20744509194719,47.91794267256987
,-122.19923635849511,47.95709564298203
,-122.19942754524725,47.957049058336224
,-122.18536094357417,47.983322623518966
256 B,-122.48386690797064,48.782742363232785
,-122.22774100919116,47.58615268638347
,-122.10293472539163,47.566791334329395
,-122.02772388325442,47.53215824799677
,-118.38389830960772,47.1127993107718
,-117.47403774906452,47.636947109099026
,-120.48306043003942,46.602204564117145
,-122.17382652186315,47.577694571283324
,-122.17875793903526,47.57969378439557
,-122.17644829433662,47.58285285609443
,-122.17038303110017,47.580764905015926
,-122.32001387651489,47.568697995607685
,-122.32018709488557,47.574606585216564
,-122.32011519226613,47.570562300077626
,-122.46287348508326,47.21942386634088
,-122.46299571367317,47.22187213495919
,-122.44469258935706,47.23024991057199
,-122.43528412602285,47.232599641386216
,-122.46381025672545,47.225982522165666
,-122.42792344086021,47.23458078536706
,-122.42928146436017,47.23452851928902
,-122.43202138088246,47.23689009292626
